id,text,label,author_followers,author_verified,retweets,likes,shares,credibility_score,sentiment
2646,"Posts strongly emphasize patriotic duty and frame political opponents as existential threats, urging citizens to
mobilize emotionally against rival groups.Posts strongly emphasize patriotic duty and frame political opponents as
existential threats, urging citizens to mobilize emotionally against rival groups.Posts strongly emphasize patriotic
duty and frame political opponents as existential threats, urging citizens to mobilize emotionally against rival groups.",propaganda,21631,0,4575,2736,2824,0.882,positive
2647,"Anonymous sources claim catastrophic events are being covered up by mainstream outlets, urging citizens to distrust
official announcements.Anonymous sources claim catastrophic events are being covered up by mainstream outlets, urging
citizens to distrust official announcements.",fake,472494,0,1718,3433,57,0.515,negative
2648,"According to verified reports from multiple agencies, officials announced policy updates after reviewing scientific
assessments and public data. Independent journalists corroborated the findings.According to verified reports from
multiple agencies, officials announced policy updates after reviewing scientific assessments and public data.
Independent journalists corroborated the findings.According to verified reports from multiple agencies, officials
announced policy updates after reviewing scientific assessments and public data. Independent journalists corroborated
the findings.According to verified reports from multiple agencies, officials announced policy updates after reviewing
scientific assessments and public data. Independent journalists corroborated the findings.",real,35757,0,2902,12964,5422,0.237,neutral
2649,"According to verified reports from multiple agencies, officials announced policy updates after reviewing scientific
assessments and public data. Independent journalists corroborated the findings.According to verified reports from
multiple agencies, officials announced policy updates after reviewing scientific assessments and public data.
Independent journalists corroborated the findings.",real,77120,0,2997,549,1649,0.199,positive
2650,"Anonymous sources claim catastrophic events are being covered up by mainstream outlets, urging citizens to distrust
official announcements.Anonymous sources claim catastrophic events are being covered up by mainstream outlets, urging
citizens to distrust official announcements.Anonymous sources claim catastrophic events are being covered up by
mainstream outlets, urging citizens to distrust official announcements.",fake,107764,0,3020,6427,4069,0.816,neutral
2651,"Posts strongly emphasize patriotic duty and frame political opponents as existential threats, urging citizens to
mobilize emotionally against rival groups.Posts strongly emphasize patriotic duty and frame political opponents as
existential threats, urging citizens to mobilize emotionally against rival groups.Posts strongly emphasize patriotic
duty and frame political opponents as existential threats, urging citizens to mobilize emotionally against rival
groups.Posts strongly emphasize patriotic duty and frame political opponents as existential threats, urging citizens to
mobilize emotionally against rival groups.",propaganda,65329,1,413,18519,6569,0.547,neutral
2652,"Breaking news claims that secret groups are controlling elections through hidden satellites and encrypted signals spread
across social networks. Experts allegedly suppressed the evidence while insiders leaked screenshots.Breaking news claims
that secret groups are controlling elections through hidden satellites and encrypted signals spread across social
networks. Experts allegedly suppressed the evidence while insiders leaked screenshots.",fake,40751,0,4521,9895,7644,0.275,negative
2653,"Posts strongly emphasize patriotic duty and frame political opponents as existential threats, urging citizens to
mobilize emotionally against rival groups.Posts strongly emphasize patriotic duty and frame political opponents as
existential threats, urging citizens to mobilize emotionally against rival groups.Posts strongly emphasize patriotic
duty and frame political opponents as existential threats, urging citizens to mobilize emotionally against rival
groups.Posts strongly emphasize patriotic duty and frame political opponents as existential threats, urging citizens to
mobilize emotionally against rival groups.",propaganda,105608,0,2941,3284,6327,0.577,positive
2654,"According to verified reports from multiple agencies, officials announced policy updates after reviewing scientific
assessments and public data. Independent journalists corroborated the findings.According to verified reports from
multiple agencies, officials announced policy updates after reviewing scientific assessments and public data.
Independent journalists corroborated the findings.",real,48519,1,180,4222,2430,0.682,negative
2655,"Government departments released audited figures showing gradual economic recovery supported by international
institutions and expert reviews.Government departments released audited figures showing gradual economic recovery
supported by international institutions and expert reviews.Government departments released audited figures showing
gradual economic recovery supported by international institutions and expert reviews.",real,14754,1,1228,12771,1785,0.539,positive
2656,"Messages highlight selective statistics and emotionally charged slogans to influence public opinion during election
campaigns.Messages highlight selective statistics and emotionally charged slogans to influence public opinion during
election campaigns.Messages highlight selective statistics and emotionally charged slogans to influence public opinion
during election campaigns.Messages highlight selective statistics and emotionally charged slogans to influence public
opinion during election campaigns.",propaganda,244172,1,1297,13610,7397,0.449,neutral
2657,"Messages highlight selective statistics and emotionally charged slogans to influence public opinion during election
campaigns.Messages highlight selective statistics and emotionally charged slogans to influence public opinion during
election campaigns.Messages highlight selective statistics and emotionally charged slogans to influence public opinion
during election campaigns.",propaganda,488737,0,4387,8883,3137,0.71,neutral
2658,"Viral posts insist that miracle cures suppressed by pharmaceutical companies are being shared privately among
influencers and activists.Viral posts insist that miracle cures suppressed by pharmaceutical companies are being shared
privately among influencers and activists.Viral posts insist that miracle cures suppressed by pharmaceutical companies
are being shared privately among influencers and activists.Viral posts insist that miracle cures suppressed by
pharmaceutical companies are being shared privately among influencers and activists.",fake,394378,0,1055,16887,1796,0.866,positive
2659,"Content repeatedly glorifies one faction while portraying others as corrupt enemies seeking to destroy national identity
and social stability.Content repeatedly glorifies one faction while portraying others as corrupt enemies seeking to
destroy national identity and social stability.",propaganda,273402,1,999,612,4901,0.621,negative
2660,"Posts strongly emphasize patriotic duty and frame political opponents as existential threats, urging citizens to
mobilize emotionally against rival groups.Posts strongly emphasize patriotic duty and frame political opponents as
existential threats, urging citizens to mobilize emotionally against rival groups.Posts strongly emphasize patriotic
duty and frame political opponents as existential threats, urging citizens to mobilize emotionally against rival groups.",propaganda,181237,0,2496,7921,3282,0.544,negative
2661,"Government departments released audited figures showing gradual economic recovery supported by international
institutions and expert reviews.Government departments released audited figures showing gradual economic recovery
supported by international institutions and expert reviews.",real,277325,0,4881,18766,380,0.278,neutral
2662,"Viral posts insist that miracle cures suppressed by pharmaceutical companies are being shared privately among
influencers and activists.Viral posts insist that miracle cures suppressed by pharmaceutical companies are being shared
privately among influencers and activists.Viral posts insist that miracle cures suppressed by pharmaceutical companies
are being shared privately among influencers and activists.",fake,225565,1,3212,3151,5998,0.399,negative
2663,"Messages highlight selective statistics and emotionally charged slogans to influence public opinion during election
campaigns.Messages highlight selective statistics and emotionally charged slogans to influence public opinion during
election campaigns.Messages highlight selective statistics and emotionally charged slogans to influence public opinion
during election campaigns.Messages highlight selective statistics and emotionally charged slogans to influence public
opinion during election campaigns.",propaganda,297024,1,556,16076,1603,0.531,neutral
2664,"Government departments released audited figures showing gradual economic recovery supported by international
institutions and expert reviews.Government departments released audited figures showing gradual economic recovery
supported by international institutions and expert reviews.",real,158975,0,4686,8721,7777,0.421,negative
2665,"Messages highlight selective statistics and emotionally charged slogans to influence public opinion during election
campaigns.Messages highlight selective statistics and emotionally charged slogans to influence public opinion during
election campaigns.",propaganda,175272,1,3163,9861,6836,0.77,negative
2666,"Posts strongly emphasize patriotic duty and frame political opponents as existential threats, urging citizens to
mobilize emotionally against rival groups.Posts strongly emphasize patriotic duty and frame political opponents as
existential threats, urging citizens to mobilize emotionally against rival groups.Posts strongly emphasize patriotic
duty and frame political opponents as existential threats, urging citizens to mobilize emotionally against rival
groups.Posts strongly emphasize patriotic duty and frame political opponents as existential threats, urging citizens to
mobilize emotionally against rival groups.",propaganda,334127,0,1944,11592,4197,0.627,positive
2667,"Government departments released audited figures showing gradual economic recovery supported by international
institutions and expert reviews.Government departments released audited figures showing gradual economic recovery
supported by international institutions and expert reviews.",real,474539,1,2154,11832,7044,0.501,neutral
2668,"According to verified reports from multiple agencies, officials announced policy updates after reviewing scientific
assessments and public data. Independent journalists corroborated the findings.According to verified reports from
multiple agencies, officials announced policy updates after reviewing scientific assessments and public data.
Independent journalists corroborated the findings.According to verified reports from multiple agencies, officials
announced policy updates after reviewing scientific assessments and public data. Independent journalists corroborated
the findings.",real,477578,1,1342,17207,5593,0.902,negative
2669,"Government departments released audited figures showing gradual economic recovery supported by international
institutions and expert reviews.Government departments released audited figures showing gradual economic recovery
supported by international institutions and expert reviews.",real,133555,0,3628,4848,1007,0.4,negative
2670,"Messages highlight selective statistics and emotionally charged slogans to influence public opinion during election
campaigns.Messages highlight selective statistics and emotionally charged slogans to influence public opinion during
election campaigns.",propaganda,118213,1,1628,13449,4573,0.24,positive
2671,"Breaking news claims that secret groups are controlling elections through hidden satellites and encrypted signals spread
across social networks. Experts allegedly suppressed the evidence while insiders leaked screenshots.Breaking news claims
that secret groups are controlling elections through hidden satellites and encrypted signals spread across social
networks. Experts allegedly suppressed the evidence while insiders leaked screenshots.",fake,499229,1,4012,16000,2861,0.914,neutral
2672,"Anonymous sources claim catastrophic events are being covered up by mainstream outlets, urging citizens to distrust
official announcements.Anonymous sources claim catastrophic events are being covered up by mainstream outlets, urging
citizens to distrust official announcements.",fake,448465,0,2196,6037,7720,0.579,negative
2673,"Anonymous sources claim catastrophic events are being covered up by mainstream outlets, urging citizens to distrust
official announcements.Anonymous sources claim catastrophic events are being covered up by mainstream outlets, urging
citizens to distrust official announcements.",fake,459595,1,4710,14211,2243,0.857,neutral
2674,"Public health authorities published peer‑reviewed research explaining trends observed in vaccination programs and
hospital admissions.Public health authorities published peer‑reviewed research explaining trends observed in vaccination
programs and hospital admissions.",real,441230,0,3551,1362,1268,0.157,neutral
2675,"Messages highlight selective statistics and emotionally charged slogans to influence public opinion during election
campaigns.Messages highlight selective statistics and emotionally charged slogans to influence public opinion during
election campaigns.Messages highlight selective statistics and emotionally charged slogans to influence public opinion
during election campaigns.",propaganda,417095,0,403,6185,2994,0.836,positive
2676,"According to verified reports from multiple agencies, officials announced policy updates after reviewing scientific
assessments and public data. Independent journalists corroborated the findings.According to verified reports from
multiple agencies, officials announced policy updates after reviewing scientific assessments and public data.
Independent journalists corroborated the findings.",real,14833,1,762,10934,2482,0.806,negative
2677,"Anonymous sources claim catastrophic events are being covered up by mainstream outlets, urging citizens to distrust
official announcements.Anonymous sources claim catastrophic events are being covered up by mainstream outlets, urging
citizens to distrust official announcements.Anonymous sources claim catastrophic events are being covered up by
mainstream outlets, urging citizens to distrust official announcements.",fake,237145,0,3070,8790,6164,0.407,negative
2678,"Government departments released audited figures showing gradual economic recovery supported by international
institutions and expert reviews.Government departments released audited figures showing gradual economic recovery
supported by international institutions and expert reviews.",real,321669,1,1303,9303,2028,0.657,positive
2679,"Content repeatedly glorifies one faction while portraying others as corrupt enemies seeking to destroy national identity
and social stability.Content repeatedly glorifies one faction while portraying others as corrupt enemies seeking to
destroy national identity and social stability.Content repeatedly glorifies one faction while portraying others as
corrupt enemies seeking to destroy national identity and social stability.Content repeatedly glorifies one faction while
portraying others as corrupt enemies seeking to destroy national identity and social stability.",propaganda,147548,1,1791,12806,36,0.89,negative
2680,"Anonymous sources claim catastrophic events are being covered up by mainstream outlets, urging citizens to distrust
official announcements.Anonymous sources claim catastrophic events are being covered up by mainstream outlets, urging
citizens to distrust official announcements.Anonymous sources claim catastrophic events are being covered up by
mainstream outlets, urging citizens to distrust official announcements.Anonymous sources claim catastrophic events are
being covered up by mainstream outlets, urging citizens to distrust official announcements.",fake,450541,0,4809,5632,7522,0.16,negative
2681,"Content repeatedly glorifies one faction while portraying others as corrupt enemies seeking to destroy national identity
and social stability.Content repeatedly glorifies one faction while portraying others as corrupt enemies seeking to
destroy national identity and social stability.",propaganda,59865,1,2555,16072,6549,0.517,positive
2682,"Breaking news claims that secret groups are controlling elections through hidden satellites and encrypted signals spread
across social networks. Experts allegedly suppressed the evidence while insiders leaked screenshots.Breaking news claims
that secret groups are controlling elections through hidden satellites and encrypted signals spread across social
networks. Experts allegedly suppressed the evidence while insiders leaked screenshots.Breaking news claims that secret
groups are controlling elections through hidden satellites and encrypted signals spread across social networks. Experts
allegedly suppressed the evidence while insiders leaked screenshots.",fake,197837,1,4162,572,1225,0.879,neutral
2683,"Public health authorities published peer‑reviewed research explaining trends observed in vaccination programs and
hospital admissions.Public health authorities published peer‑reviewed research explaining trends observed in vaccination
programs and hospital admissions.Public health authorities published peer‑reviewed research explaining trends observed
in vaccination programs and hospital admissions.",real,76892,1,501,9841,1973,0.934,neutral
2684,"Viral posts insist that miracle cures suppressed by pharmaceutical companies are being shared privately among
influencers and activists.Viral posts insist that miracle cures suppressed by pharmaceutical companies are being shared
privately among influencers and activists.Viral posts insist that miracle cures suppressed by pharmaceutical companies
are being shared privately among influencers and activists.Viral posts insist that miracle cures suppressed by
pharmaceutical companies are being shared privately among influencers and activists.",fake,239028,0,286,9914,6053,0.414,positive
2685,"Messages highlight selective statistics and emotionally charged slogans to influence public opinion during election
campaigns.Messages highlight selective statistics and emotionally charged slogans to influence public opinion during
election campaigns.",propaganda,286247,1,169,11844,769,0.403,positive
2686,"According to verified reports from multiple agencies, officials announced policy updates after reviewing scientific
assessments and public data. Independent journalists corroborated the findings.According to verified reports from
multiple agencies, officials announced policy updates after reviewing scientific assessments and public data.
Independent journalists corroborated the findings.",real,378844,1,1819,15590,2254,0.229,neutral
2687,"Messages highlight selective statistics and emotionally charged slogans to influence public opinion during election
campaigns.Messages highlight selective statistics and emotionally charged slogans to influence public opinion during
election campaigns.",propaganda,101352,1,1248,3986,1352,0.348,negative
2688,"Government departments released audited figures showing gradual economic recovery supported by international
institutions and expert reviews.Government departments released audited figures showing gradual economic recovery
supported by international institutions and expert reviews.",real,88580,1,3551,16277,2697,0.51,positive
2689,"Viral posts insist that miracle cures suppressed by pharmaceutical companies are being shared privately among
influencers and activists.Viral posts insist that miracle cures suppressed by pharmaceutical companies are being shared
privately among influencers and activists.",fake,333522,0,3990,14389,1016,0.665,neutral
2690,"Government departments released audited figures showing gradual economic recovery supported by international
institutions and expert reviews.Government departments released audited figures showing gradual economic recovery
supported by international institutions and expert reviews.Government departments released audited figures showing
gradual economic recovery supported by international institutions and expert reviews.Government departments released
audited figures showing gradual economic recovery supported by international institutions and expert reviews.",real,82215,0,172,9692,5795,0.518,negative
2691,"Content repeatedly glorifies one faction while portraying others as corrupt enemies seeking to destroy national identity
and social stability.Content repeatedly glorifies one faction while portraying others as corrupt enemies seeking to
destroy national identity and social stability.",propaganda,89557,1,1707,11131,1053,0.193,positive
2692,"Content repeatedly glorifies one faction while portraying others as corrupt enemies seeking to destroy national identity
and social stability.Content repeatedly glorifies one faction while portraying others as corrupt enemies seeking to
destroy national identity and social stability.Content repeatedly glorifies one faction while portraying others as
corrupt enemies seeking to destroy national identity and social stability.Content repeatedly glorifies one faction while
portraying others as corrupt enemies seeking to destroy national identity and social stability.",propaganda,164604,1,4110,1036,1800,0.781,negative
2693,"Breaking news claims that secret groups are controlling elections through hidden satellites and encrypted signals spread
across social networks. Experts allegedly suppressed the evidence while insiders leaked screenshots.Breaking news claims
that secret groups are controlling elections through hidden satellites and encrypted signals spread across social
networks. Experts allegedly suppressed the evidence while insiders leaked screenshots.Breaking news claims that secret
groups are controlling elections through hidden satellites and encrypted signals spread across social networks. Experts
allegedly suppressed the evidence while insiders leaked screenshots.",fake,480182,0,1127,10574,6517,0.636,neutral
2694,"Viral posts insist that miracle cures suppressed by pharmaceutical companies are being shared privately among
influencers and activists.Viral posts insist that miracle cures suppressed by pharmaceutical companies are being shared
privately among influencers and activists.",fake,57476,1,3582,10612,1334,0.281,positive
2695,"According to verified reports from multiple agencies, officials announced policy updates after reviewing scientific
assessments and public data. Independent journalists corroborated the findings.According to verified reports from
multiple agencies, officials announced policy updates after reviewing scientific assessments and public data.
Independent journalists corroborated the findings.According to verified reports from multiple agencies, officials
announced policy updates after reviewing scientific assessments and public data. Independent journalists corroborated
the findings.",real,462605,1,1665,6649,6973,0.69,neutral
2696,"According to verified reports from multiple agencies, officials announced policy updates after reviewing scientific
assessments and public data. Independent journalists corroborated the findings.According to verified reports from
multiple agencies, officials announced policy updates after reviewing scientific assessments and public data.
Independent journalists corroborated the findings.According to verified reports from multiple agencies, officials
announced policy updates after reviewing scientific assessments and public data. Independent journalists corroborated
the findings.",real,315252,1,1568,10371,761,0.483,negative
2697,"Anonymous sources claim catastrophic events are being covered up by mainstream outlets, urging citizens to distrust
official announcements.Anonymous sources claim catastrophic events are being covered up by mainstream outlets, urging
citizens to distrust official announcements.Anonymous sources claim catastrophic events are being covered up by
mainstream outlets, urging citizens to distrust official announcements.Anonymous sources claim catastrophic events are
being covered up by mainstream outlets, urging citizens to distrust official announcements.",fake,388525,0,3176,17328,0,0.754,positive
2698,"Breaking news claims that secret groups are controlling elections through hidden satellites and encrypted signals spread
across social networks. Experts allegedly suppressed the evidence while insiders leaked screenshots.Breaking news claims
that secret groups are controlling elections through hidden satellites and encrypted signals spread across social
networks. Experts allegedly suppressed the evidence while insiders leaked screenshots.Breaking news claims that secret
groups are controlling elections through hidden satellites and encrypted signals spread across social networks. Experts
allegedly suppressed the evidence while insiders leaked screenshots.",fake,364020,0,805,18327,5065,0.532,positive
2699,"Government departments released audited figures showing gradual economic recovery supported by international
institutions and expert reviews.Government departments released audited figures showing gradual economic recovery
supported by international institutions and expert reviews.",real,356547,0,1676,12160,5565,0.68,positive
2700,"According to verified reports from multiple agencies, officials announced policy updates after reviewing scientific
assessments and public data. Independent journalists corroborated the findings.According to verified reports from
multiple agencies, officials announced policy updates after reviewing scientific assessments and public data.
Independent journalists corroborated the findings.",real,224959,1,3906,6084,1757,0.932,negative
2701,"Anonymous sources claim catastrophic events are being covered up by mainstream outlets, urging citizens to distrust
official announcements.Anonymous sources claim catastrophic events are being covered up by mainstream outlets, urging
citizens to distrust official announcements.",fake,64283,1,4154,4846,50,0.304,negative
2702,"Breaking news claims that secret groups are controlling elections through hidden satellites and encrypted signals spread
across social networks. Experts allegedly suppressed the evidence while insiders leaked screenshots.Breaking news claims
that secret groups are controlling elections through hidden satellites and encrypted signals spread across social
networks. Experts allegedly suppressed the evidence while insiders leaked screenshots.Breaking news claims that secret
groups are controlling elections through hidden satellites and encrypted signals spread across social networks. Experts
allegedly suppressed the evidence while insiders leaked screenshots.",fake,249373,1,4836,12525,3380,0.87,negative
2703,"Public health authorities published peer‑reviewed research explaining trends observed in vaccination programs and
hospital admissions.Public health authorities published peer‑reviewed research explaining trends observed in vaccination
programs and hospital admissions.Public health authorities published peer‑reviewed research explaining trends observed
in vaccination programs and hospital admissions.Public health authorities published peer‑reviewed research explaining
trends observed in vaccination programs and hospital admissions.",real,487466,0,2227,1946,5457,0.471,neutral
2704,"Government departments released audited figures showing gradual economic recovery supported by international
institutions and expert reviews.Government departments released audited figures showing gradual economic recovery
supported by international institutions and expert reviews.Government departments released audited figures showing
gradual economic recovery supported by international institutions and expert reviews.Government departments released
audited figures showing gradual economic recovery supported by international institutions and expert reviews.",real,228782,0,4203,6291,7224,0.799,neutral
2705,"Messages highlight selective statistics and emotionally charged slogans to influence public opinion during election
campaigns.Messages highlight selective statistics and emotionally charged slogans to influence public opinion during
election campaigns.",propaganda,7517,0,3082,6461,4995,0.23,neutral
2706,"According to verified reports from multiple agencies, officials announced policy updates after reviewing scientific
assessments and public data. Independent journalists corroborated the findings.According to verified reports from
multiple agencies, officials announced policy updates after reviewing scientific assessments and public data.
Independent journalists corroborated the findings.According to verified reports from multiple agencies, officials
announced policy updates after reviewing scientific assessments and public data. Independent journalists corroborated
the findings.",real,338865,0,3414,6758,5101,0.257,negative
2707,"Content repeatedly glorifies one faction while portraying others as corrupt enemies seeking to destroy national identity
and social stability.Content repeatedly glorifies one faction while portraying others as corrupt enemies seeking to
destroy national identity and social stability.",propaganda,171627,1,4820,214,4084,0.662,neutral
2708,"Government departments released audited figures showing gradual economic recovery supported by international
institutions and expert reviews.Government departments released audited figures showing gradual economic recovery
supported by international institutions and expert reviews.Government departments released audited figures showing
gradual economic recovery supported by international institutions and expert reviews.",real,120730,0,1549,18948,6962,0.752,neutral
2709,"Content repeatedly glorifies one faction while portraying others as corrupt enemies seeking to destroy national identity
and social stability.Content repeatedly glorifies one faction while portraying others as corrupt enemies seeking to
destroy national identity and social stability.Content repeatedly glorifies one faction while portraying others as
corrupt enemies seeking to destroy national identity and social stability.",propaganda,455959,0,4952,5610,6393,0.476,positive
2710,"Viral posts insist that miracle cures suppressed by pharmaceutical companies are being shared privately among
influencers and activists.Viral posts insist that miracle cures suppressed by pharmaceutical companies are being shared
privately among influencers and activists.Viral posts insist that miracle cures suppressed by pharmaceutical companies
are being shared privately among influencers and activists.",fake,351346,0,4893,9201,1168,0.271,negative
2711,"Breaking news claims that secret groups are controlling elections through hidden satellites and encrypted signals spread
across social networks. Experts allegedly suppressed the evidence while insiders leaked screenshots.Breaking news claims
that secret groups are controlling elections through hidden satellites and encrypted signals spread across social
networks. Experts allegedly suppressed the evidence while insiders leaked screenshots.Breaking news claims that secret
groups are controlling elections through hidden satellites and encrypted signals spread across social networks. Experts
allegedly suppressed the evidence while insiders leaked screenshots.",fake,464765,1,4558,4628,7111,0.479,neutral
2712,"Posts strongly emphasize patriotic duty and frame political opponents as existential threats, urging citizens to
mobilize emotionally against rival groups.Posts strongly emphasize patriotic duty and frame political opponents as
existential threats, urging citizens to mobilize emotionally against rival groups.Posts strongly emphasize patriotic
duty and frame political opponents as existential threats, urging citizens to mobilize emotionally against rival
groups.Posts strongly emphasize patriotic duty and frame political opponents as existential threats, urging citizens to
mobilize emotionally against rival groups.",propaganda,173497,1,2764,4847,1130,0.647,positive
2713,"Anonymous sources claim catastrophic events are being covered up by mainstream outlets, urging citizens to distrust
official announcements.Anonymous sources claim catastrophic events are being covered up by mainstream outlets, urging
citizens to distrust official announcements.Anonymous sources claim catastrophic events are being covered up by
mainstream outlets, urging citizens to distrust official announcements.",fake,218841,1,3828,17737,1825,0.17,negative
2714,"Breaking news claims that secret groups are controlling elections through hidden satellites and encrypted signals spread
across social networks. Experts allegedly suppressed the evidence while insiders leaked screenshots.Breaking news claims
that secret groups are controlling elections through hidden satellites and encrypted signals spread across social
networks. Experts allegedly suppressed the evidence while insiders leaked screenshots.Breaking news claims that secret
groups are controlling elections through hidden satellites and encrypted signals spread across social networks. Experts
allegedly suppressed the evidence while insiders leaked screenshots.",fake,248161,1,4418,15188,3170,0.187,neutral
2715,"Breaking news claims that secret groups are controlling elections through hidden satellites and encrypted signals spread
across social networks. Experts allegedly suppressed the evidence while insiders leaked screenshots.Breaking news claims
that secret groups are controlling elections through hidden satellites and encrypted signals spread across social
networks. Experts allegedly suppressed the evidence while insiders leaked screenshots.",fake,146157,0,4747,2031,1166,0.947,negative
2716,"Government departments released audited figures showing gradual economic recovery supported by international
institutions and expert reviews.Government departments released audited figures showing gradual economic recovery
supported by international institutions and expert reviews.",real,48502,0,1275,18398,6124,0.13,positive
2717,"Messages highlight selective statistics and emotionally charged slogans to influence public opinion during election
campaigns.Messages highlight selective statistics and emotionally charged slogans to influence public opinion during
election campaigns.Messages highlight selective statistics and emotionally charged slogans to influence public opinion
during election campaigns.",propaganda,356050,1,4870,11494,5653,0.447,negative
2718,"Public health authorities published peer‑reviewed research explaining trends observed in vaccination programs and
hospital admissions.Public health authorities published peer‑reviewed research explaining trends observed in vaccination
programs and hospital admissions.Public health authorities published peer‑reviewed research explaining trends observed
in vaccination programs and hospital admissions.",real,329392,1,4622,5472,7357,0.161,neutral
2719,"Government departments released audited figures showing gradual economic recovery supported by international
institutions and expert reviews.Government departments released audited figures showing gradual economic recovery
supported by international institutions and expert reviews.Government departments released audited figures showing
gradual economic recovery supported by international institutions and expert reviews.",real,383100,1,3119,15407,504,0.502,negative
2720,"Anonymous sources claim catastrophic events are being covered up by mainstream outlets, urging citizens to distrust
official announcements.Anonymous sources claim catastrophic events are being covered up by mainstream outlets, urging
citizens to distrust official announcements.Anonymous sources claim catastrophic events are being covered up by
mainstream outlets, urging citizens to distrust official announcements.Anonymous sources claim catastrophic events are
being covered up by mainstream outlets, urging citizens to distrust official announcements.",fake,313699,0,1840,17257,7762,0.282,positive
2721,"According to verified reports from multiple agencies, officials announced policy updates after reviewing scientific
assessments and public data. Independent journalists corroborated the findings.According to verified reports from
multiple agencies, officials announced policy updates after reviewing scientific assessments and public data.
Independent journalists corroborated the findings.According to verified reports from multiple agencies, officials
announced policy updates after reviewing scientific assessments and public data. Independent journalists corroborated
the findings.According to verified reports from multiple agencies, officials announced policy updates after reviewing
scientific assessments and public data. Independent journalists corroborated the findings.",real,230054,1,75,3636,4176,0.477,negative
2722,"Government departments released audited figures showing gradual economic recovery supported by international
institutions and expert reviews.Government departments released audited figures showing gradual economic recovery
supported by international institutions and expert reviews.",real,191387,0,126,3052,431,0.758,positive
2723,"Posts strongly emphasize patriotic duty and frame political opponents as existential threats, urging citizens to
mobilize emotionally against rival groups.Posts strongly emphasize patriotic duty and frame political opponents as
existential threats, urging citizens to mobilize emotionally against rival groups.",propaganda,355742,0,1632,10514,1870,0.226,negative
2724,"Posts strongly emphasize patriotic duty and frame political opponents as existential threats, urging citizens to
mobilize emotionally against rival groups.Posts strongly emphasize patriotic duty and frame political opponents as
existential threats, urging citizens to mobilize emotionally against rival groups.",propaganda,174792,1,1692,17791,4856,0.905,neutral
2725,"Posts strongly emphasize patriotic duty and frame political opponents as existential threats, urging citizens to
mobilize emotionally against rival groups.Posts strongly emphasize patriotic duty and frame political opponents as
existential threats, urging citizens to mobilize emotionally against rival groups.",propaganda,443032,0,4663,13934,6407,0.742,negative
2726,"Public health authorities published peer‑reviewed research explaining trends observed in vaccination programs and
hospital admissions.Public health authorities published peer‑reviewed research explaining trends observed in vaccination
programs and hospital admissions.",real,281612,0,1717,4112,3547,0.525,neutral
2727,"Anonymous sources claim catastrophic events are being covered up by mainstream outlets, urging citizens to distrust
official announcements.Anonymous sources claim catastrophic events are being covered up by mainstream outlets, urging
citizens to distrust official announcements.Anonymous sources claim catastrophic events are being covered up by
mainstream outlets, urging citizens to distrust official announcements.",fake,81379,1,2794,8958,2920,0.397,positive
2728,"Government departments released audited figures showing gradual economic recovery supported by international
institutions and expert reviews.Government departments released audited figures showing gradual economic recovery
supported by international institutions and expert reviews.Government departments released audited figures showing
gradual economic recovery supported by international institutions and expert reviews.Government departments released
audited figures showing gradual economic recovery supported by international institutions and expert reviews.",real,374113,0,1616,6655,3045,0.533,neutral
2729,"Breaking news claims that secret groups are controlling elections through hidden satellites and encrypted signals spread
across social networks. Experts allegedly suppressed the evidence while insiders leaked screenshots.Breaking news claims
that secret groups are controlling elections through hidden satellites and encrypted signals spread across social
networks. Experts allegedly suppressed the evidence while insiders leaked screenshots.",fake,61177,0,2684,6640,1788,0.897,neutral
2730,"Public health authorities published peer‑reviewed research explaining trends observed in vaccination programs and
hospital admissions.Public health authorities published peer‑reviewed research explaining trends observed in vaccination
programs and hospital admissions.",real,81561,0,2540,19748,5786,0.818,neutral
2731,"Government departments released audited figures showing gradual economic recovery supported by international
institutions and expert reviews.Government departments released audited figures showing gradual economic recovery
supported by international institutions and expert reviews.Government departments released audited figures showing
gradual economic recovery supported by international institutions and expert reviews.Government departments released
audited figures showing gradual economic recovery supported by international institutions and expert reviews.",real,234507,1,4458,7041,5472,0.802,positive
2732,"Anonymous sources claim catastrophic events are being covered up by mainstream outlets, urging citizens to distrust
official announcements.Anonymous sources claim catastrophic events are being covered up by mainstream outlets, urging
citizens to distrust official announcements.Anonymous sources claim catastrophic events are being covered up by
mainstream outlets, urging citizens to distrust official announcements.Anonymous sources claim catastrophic events are
being covered up by mainstream outlets, urging citizens to distrust official announcements.",fake,439734,1,3456,18730,88,0.705,neutral
2733,"Messages highlight selective statistics and emotionally charged slogans to influence public opinion during election
campaigns.Messages highlight selective statistics and emotionally charged slogans to influence public opinion during
election campaigns.Messages highlight selective statistics and emotionally charged slogans to influence public opinion
during election campaigns.Messages highlight selective statistics and emotionally charged slogans to influence public
opinion during election campaigns.",propaganda,223763,1,1015,9214,3632,0.191,positive
2734,"Government departments released audited figures showing gradual economic recovery supported by international
institutions and expert reviews.Government departments released audited figures showing gradual economic recovery
supported by international institutions and expert reviews.",real,236425,0,4637,19037,718,0.509,positive
2735,"Viral posts insist that miracle cures suppressed by pharmaceutical companies are being shared privately among
influencers and activists.Viral posts insist that miracle cures suppressed by pharmaceutical companies are being shared
privately among influencers and activists.Viral posts insist that miracle cures suppressed by pharmaceutical companies
are being shared privately among influencers and activists.",fake,173540,0,2666,242,3637,0.149,positive
